# 10T
18,63;;;
18,72;;;
18,62;;;
18,63;;;
18,79;;;
18,60;;;
18,69;;;
18,65;;;
18,81;;;
18,69;;;
# 50 T/s, 50 T'/s
70,96;95,75;98,6
72,96;97,26;98,91
74,96;97,9;99
76,96;98,25;99,28
78,96;98,65;99,53
82,96;99,41;99,69
84,96;100,13;100
#
